spec_id,family,model,term,r5_b,r6_b,delta_b,absolute_delta_b,relative_absolute_delta_b,r5_se,r6_se,r5_p,r6_p,direction_match,p05_classification_match,interpretation_rule
R6_2_B_COMMON,R6_2_COMMON_SUPPORT,B,ln_resolution,0.012560843583592808,0.01615825304498092,0.003597409461388111,0.003597409461388111,0.28639871497859504,0.005511269798419013,0.0025356925932824904,0.0226761291172477,1.9249313254476874e-10,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_B_COMMON,R6_2_COMMON_SUPPORT,B,ln_issues_new,0.12141402044008608,0.047946079057557364,-0.07346794138252871,0.07346794138252871,0.6051026159600965,0.06507933170557945,0.012752117128807045,0.06211557097107012,0.0001707613324479773,True,False,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_B_COMMON,R6_2_COMMON_SUPPORT,B,ln_contributors,-0.03155515331427929,-0.0077482437157242205,0.02380690959855507,0.02380690959855507,0.7544539353507753,0.02496139498703495,0.007948497552658043,0.20619595868203366,0.32967467040022225,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_C_COMMON,R6_2_COMMON_SUPPORT,C,ln_issues_new,-0.24740538858242767,-0.23307673177740534,0.014328656805022322,0.014328656805022322,0.05791570218871148,0.03900702161916497,0.03554918275902388,2.334432647188578e-10,5.719091866751569e-11,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_C_COMMON,R6_2_COMMON_SUPPORT,C,ln_contributors,-0.264937360174734,-0.2714261564408974,-0.006488796266163388,0.006488796266163388,0.024491812939797675,0.034104528450192545,0.03355926068628623,8.43769498715119e-15,6.661338147750939e-16,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_D_COMMON,R6_2_COMMON_SUPPORT,D,ln_issues_new,-0.07601186881303859,-0.09302263922926897,-0.017010770416230378,0.017010770416230378,0.22379097740736587,0.00849375267404617,0.012816068005650707,0.0,4.143352327901084e-13,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_2_D_COMMON,R6_2_COMMON_SUPPORT,D,ln_contributors,-0.01963307148994234,-0.008592263545618439,0.0110408079443239,0.0110408079443239,0.5623576499469226,0.006919273020809674,0.007764012213052661,0.0045521717650347515,0.26845361198947026,True,False,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_A_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,A,ln_resolution,-0.008308255562697302,-0.008306845273429814,1.4102892674887346e-06,1.4102892674887346e-06,0.00016974553284334452,0.0022503957104560387,0.0022507984009955107,0.00022349135000387932,0.00022462419299928982,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_A_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,A,ln_issues_new,-0.09495910028259388,-0.09498110911721559,-2.2008834621708995e-05,2.2008834621708995e-05,0.00023177172652449025,0.012862802041429729,0.012865785091255745,1.6497914145929826e-13,1.6497914145929826e-13,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_A_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,A,ln_contributors,-0.010847341419730074,-0.011265914043867876,-0.00041857262413780294,0.00041857262413780294,0.03858757717134884,0.007888432458090589,0.007889548418195577,0.16912588528945083,0.15332914916741358,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_B_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,B,ln_resolution,0.012560843583592808,0.012557205722832412,-3.6378607603960306e-06,3.6378607603960306e-06,0.0002896191435062425,0.005511269798419013,0.0055111681702590554,0.0226761291172477,0.02271289760231321,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_B_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,B,ln_issues_new,0.12141402044008608,0.12147523957433146,6.121913424537995e-05,6.121913424537995e-05,0.0005042179974230376,0.06507933170557945,0.06508676359273728,0.06211557097107012,0.06201377318718282,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_B_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,B,ln_contributors,-0.03155515331427929,-0.030070345117026085,0.0014848081972532075,0.0014848081972532075,0.04705438070495142,0.02496139498703495,0.02443494871715827,0.20619595868203366,0.2184841541444189,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_C_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,C,ln_issues_new,-0.24740538858242767,-0.24738793167463616,1.745690779150766e-05,1.745690779150766e-05,7.055993360343309e-05,0.03900702161916497,0.03901038108422262,2.334432647188578e-10,2.3495005940787905e-10,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_C_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,C,ln_contributors,-0.264937360174734,-0.264519824190734,0.000417535984000017,0.000417535984000017,0.0015759800117455677,0.034104528450192545,0.03411823388183757,8.43769498715119e-15,9.547918011776346e-15,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_D_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,D,ln_issues_new,-0.07601186881303859,-0.07598824742787429,2.3621385164304676e-05,2.3621385164304676e-05,0.0003107591687083059,0.00849375267404617,0.008484203862015538,0.0,0.0,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_3_D_AUX_NET_CODE,R6_3_AUX_SIGNED_CHANGE_CONTEXT,D,ln_contributors,-0.01963307148994234,-0.019451051772265974,0.0001820197176763648,0.0001820197176763648,0.009271077007467229,0.006919273020809674,0.006863802942413294,0.0045521717650347515,0.004603572723996141,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_A_36M,R6_4_36M_WINDOW,A,ln_resolution,-0.008308255562697302,-0.011582246452553664,-0.0032739908898563614,0.0032739908898563614,0.3940647787191382,0.0022503957104560387,0.002223563121234371,0.00022349135000387932,1.9186232225187894e-07,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_A_36M,R6_4_36M_WINDOW,A,ln_issues_new,-0.09495910028259388,-0.1241529541617837,-0.02919385387918981,0.02919385387918981,0.30743608345393175,0.012862802041429729,0.012455720180220542,1.6497914145929826e-13,0.0,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_A_36M,R6_4_36M_WINDOW,A,ln_contributors,-0.010847341419730074,-0.0045798731904511635,0.00626746822927891,0.00626746822927891,0.5777884171580607,0.007888432458090589,0.008775503271950723,0.16912588528945083,0.6017506026087167,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_B_36M,R6_4_36M_WINDOW,B,ln_resolution,0.012560843583592808,0.012345382825009061,-0.00021546075858374682,0.00021546075858374682,0.017153366901661398,0.005511269798419013,0.005248227443291836,0.0226761291172477,0.018667475128858912,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_B_36M,R6_4_36M_WINDOW,B,ln_issues_new,0.12141402044008608,0.1353835395244581,0.013969519084372037,0.013969519084372037,0.11505688580064398,0.06507933170557945,0.057229842038912494,0.06211557097107012,0.018009735830134543,True,False,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_B_36M,R6_4_36M_WINDOW,B,ln_contributors,-0.03155515331427929,-0.03611155133856951,-0.004556398024290219,0.004556398024290219,0.14439473574759543,0.02496139498703495,0.02339010833605086,0.20619595868203366,0.1226327456670171,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_C_36M,R6_4_36M_WINDOW,C,ln_issues_new,-0.24740538858242767,-0.27428837220112956,-0.026882983618701894,0.026882983618701894,0.10865965277771358,0.03900702161916497,0.03533641941265223,2.334432647188578e-10,8.659739592076221e-15,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_C_36M,R6_4_36M_WINDOW,C,ln_contributors,-0.264937360174734,-0.2600872305322678,0.004850129642466228,0.004850129642466228,0.018306703287401308,0.034104528450192545,0.031708073479457546,8.43769498715119e-15,2.220446049250313e-16,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_D_36M,R6_4_36M_WINDOW,D,ln_issues_new,-0.07601186881303859,-0.10373729164463132,-0.027725422831592725,0.027725422831592725,0.3647512324659078,0.00849375267404617,0.009743675206948441,0.0,0.0,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
R6_4_D_36M,R6_4_36M_WINDOW,D,ln_contributors,-0.01963307148994234,-0.01996893098921715,-0.00033585949927480985,0.00033585949927480985,0.01710682403651739,0.006919273020809674,0.008233989658140607,0.0045521717650347515,0.015306735437961017,True,True,DESCRIPTIVE_ONLY__NO_HARD_MAGNITUDE_THRESHOLD__NO_SIGNIFICANCE_ONLY_DECISION
